"","x"
"7163",12
"7164",6
"7165",6
"7166",6
"7167",1
"7168",12
"7169",6
"7170",6
"7171",12
"7172",6
"7173",6
"7174",2
"7175",6
"7176",6
"7177",2
"7178",6
"7179",6
"7180",6
"7181",6
"7182",11
"7183",2
"7184",12
"7185",6
"7186",12
"7187",6
"7188",6
"7189",2
"7190",6
"7191",6
"7192",6
"7193",6
"7194",6
"7195",6
"7196",3
"7197",6
"7198",6
"7199",6
"7200",6
"7201",12
"7202",6
"7203",12
"7204",6
"7205",12
"7206",2
"7207",6
"7208",6
"7209",12
"7210",6
"7211",6
"7212",12
"7213",6
"7214",6
"7215",6
"7216",6
"7217",6
"7218",12
"7219",6
"7220",6
"7221",12
"7222",2
"7223",12
"7224",6
"7225",6
"7226",6
"7227",12
"7228",6
"7229",2
"7230",12
"7231",1
"7232",12
"7233",6
"7234",2
"7235",12
"7236",2
"7237",12
"7238",6
"7239",6
"7240",2
"7241",6
"7242",6
"7243",6
"7244",6
"7245",2
"7246",12
"7247",2
"7248",6
"7249",6
"7250",6
"7251",6
"7252",2
"7253",6
"7254",2
"7255",6
"7256",12
"7257",6
"7258",6
"7259",12
"7260",6
"7261",12
"7262",6
"7263",6
"7264",12
"7265",6
"7266",1
"7267",12
"7268",6
"7269",6
"7270",6
"7271",12
"7272",12
"7273",6
"7274",12
"7275",6
"7276",6
"7277",12
"7278",6
"7279",12
"7280",6
"7281",12
"7282",2
"7283",6
"7284",6
"7285",12
"7286",1
"7287",6
"7288",6
"7289",6
"7290",6
"7291",2
"7292",6
"7293",3
"7294",12
"7295",6
"7296",0
"7297",6
"7298",6
"7299",6
"7300",2
"7301",11
"7302",12
"7303",6
"7304",6
"7305",6
"7306",12
"7307",2
"7308",6
"7309",6
"7310",12
"7311",6
"7312",12
"7313",6
"7314",6
"7315",12
"7316",12
"7317",6
"7318",6
"7319",6
"7320",12
"7321",6
"7322",6
"7323",6
"7324",1
"7325",6
"7326",2
"7327",6
"7328",2
"7329",12
"7330",12
"7331",6
"7332",6
"7333",6
"7334",6
"7335",12
"7336",12
"7337",1
"7338",6
"7339",6
"7340",6
"7341",6
"7342",6
"7343",1
"7344",6
"7345",12
"7346",6
"7347",12
"7348",6
"7349",6
"7350",12
"7351",12
"7352",6
"7353",2
"7354",11
"7355",12
"7356",6
"7357",6
"7358",6
"7359",12
"7360",12
"7361",11
"7362",12
"7363",6
"7364",6
"7365",6
"7366",6
"7367",2
"7368",0
"7369",1
"7370",6
"7371",11
"7372",6
"7373",12
"7374",12
"7375",6
"7376",2
"7377",2
"7378",11
"7379",12
"7380",6
"7381",6
"7382",6
"7383",6
"7384",6
"7385",6
"7386",12
"7387",1
"7388",6
"7389",2
"7390",6
"7391",12
"7392",12
"7393",6
"7394",6
"7395",6
"7396",6
"7397",6
"7398",6
"7399",12
"7400",6
"7401",12
"7402",0
"7403",6
"7404",6
"7405",12
"7406",2
"7407",6
"7408",2
"7409",6
"7410",6
"7411",6
"7412",12
"7413",2
"7414",2
"7415",6
"7416",11
"7417",12
"7418",6
"7419",12
"7420",6
"7421",6
"7422",6
"7423",11
"7424",6
"7425",6
"7426",2
"7427",6
"7428",6
"7429",6
"7430",6
"7431",6
"7432",6
"7433",2
"7434",6
"7435",12
"7436",6
"7437",6
"7438",2
"7439",6
"7440",12
"7441",2
"7442",6
"7443",6
"7444",11
"7445",12
"7446",12
"7447",2
"7448",6
"7449",6
"7450",3
"7451",12
"7452",6
"7453",6
"7454",6
"7455",6
"7456",2
"7457",6
"7458",6
"7459",6
"7460",2
"7461",12
"7462",6
"7463",6
"7464",12
"7465",6
"7466",6
"7467",6
"7468",2
"7469",12
"7470",1
"7471",6
"7472",6
"7473",6
"7474",6
"7475",6
"7476",6
"7477",6
"7478",6
"7479",6
"7480",12
"7481",1
"7482",11
"7483",6
"7484",0
"7485",6
"7486",1
"7487",12
"7488",6
"7489",6
"7490",6
"7491",2
"7492",6
"7493",6
"7494",6
"7495",6
"7496",6
"7497",6
"7498",6
"7499",12
"7500",12
"7501",12
"7502",6
"7503",6
"7504",6
"7505",6
"7506",6
"7507",6
"7508",6
"7509",6
"7510",6
"7511",2
"7512",6
"7513",6
"7514",12
"7515",12
"7516",6
"7517",2
"7518",6
"7519",6
"7520",6
"7521",6
"7522",6
"7523",2
"7524",2
"7525",12
"7526",6
"7527",2
"7528",6
"7529",12
"7530",12
"7531",6
"7532",2
"7533",12
"7534",3
"7535",12
"7536",12
"7537",1
"7538",2
"7539",6
"7540",6
"7541",12
"7542",12
"7543",12
"7544",2
"7545",6
"7546",6
"7547",6
"7548",2
"7549",11
"7550",6
"7551",12
"7552",6
"7553",12
"7554",6
"7555",6
"7556",2
"7557",6
"7558",6
"7559",2
"7560",12
"7561",12
"7562",2
"7563",6
"7564",6
"7565",12
"7566",6
"7567",12
"7568",6
"7569",6
"7570",6
"7571",3
"7572",6
"7573",6
"7574",12
"7575",6
"7576",6
"7577",12
"7578",6
"7579",6
"7580",6
"7581",6
"7582",12
"7583",6
"7584",6
"7585",12
"7586",12
"7587",12
"7588",6
"7589",6
"7590",6
"7591",12
"7592",6
"7593",6
"7594",12
"7595",6
"7596",6
"7597",6
"7598",0
"7599",6
"7600",6
"7601",0
"7602",6
"7603",0
"7604",6
"7605",12
"7606",6
"7607",6
"7608",6
"7609",6
"7610",12
"7611",12
"7612",6
"7613",2
"7614",6
"7615",6
"7616",12
"7617",6
"7618",2
"7619",6
"7620",6
"7621",6
"7622",6
"7623",12
"7624",12
"7625",6
"7626",6
"7627",12
"7628",2
"7629",6
"7630",6
"7631",2
"7632",12
"7633",12
"7634",6
"7635",6
"7636",1
"7637",2
"7638",6
"7639",6
"7640",6
"7641",12
"7642",12
"7643",12
"7644",12
"7645",12
"7646",6
"7647",6
"7648",6
"7649",6
"7650",12
"7651",12
"7652",12
"7653",2
"7654",6
"7655",6
"7656",6
"7657",6
"7658",6
"7659",2
"7660",12
"7661",6
"7662",6
"7663",12
"7664",6
"7665",2
"7666",2
"7667",6
"7668",6
"7669",6
"7670",6
"7671",6
"7672",12
"7673",6
"7674",0
"7675",2
"7676",6
"7677",6
"7678",6
"7679",12
"7680",6
"7681",12
"7682",6
"7683",12
"7684",6
"7685",6
"7686",12
"7687",6
"7688",6
"7689",2
"7690",2
"7691",6
"7692",6
"7693",2
"7694",6
"7695",6
"7696",6
"7697",6
"7698",6
"7699",12
"7700",2
"7701",6
"7702",2
"7703",3
"7704",6
"7705",0
"7706",0
"7707",0
"7708",6
"7709",6
"7710",1
"7711",2
"7712",6
"7713",12
"7714",6
"7715",1
"7716",6
"7717",2
"7718",3
"7719",6
"7720",6
"7721",12
"7722",0
"7723",6
"7724",2
"7725",12
"7726",12
"7727",6
"7728",1
"7729",6
"7730",2
"7731",6
"7732",6
"7733",6
"7734",6
"7735",6
"7736",6
"7737",12
"7738",2
"7739",6
"7740",0
"7741",12
"7742",2
"7743",6
"7744",12
"7745",12
"7746",2
"7747",12
"7748",12
"7749",12
"7750",12
"7751",6
"7752",6
"7753",12
"7754",12
"7755",6
"7756",6
"7757",6
"7758",6
"7759",6
"7760",2
"7761",6
"7762",12
"7763",2
"7764",12
"7765",6
"7766",2
"7767",6
"7768",6
"7769",6
"7770",12
"7771",6
"7772",6
"7773",12
"7774",6
"7775",6
"7776",6
"7777",12
"7778",12
"7779",6
"7780",3
"7781",6
"7782",6
"7783",2
"7784",12
"7785",6
"7786",6
"7787",6
"7788",6
"7789",2
"7790",6
"7791",12
"7792",2
"7793",6
"7794",6
"7795",6
"7796",12
"7797",6
"7798",12
"7799",6
"7800",6
"7801",6
"7802",1
"7803",6
"7804",12
"7805",6
"7806",1
"7807",6
"7808",2
"7809",6
"7810",12
"7811",12
"7812",2
"7813",6
"7814",2
"7815",12
"7816",6
"7817",6
"7818",12
"7819",12
"7820",6
"7821",1
"7822",6
"7823",6
"7824",12
"7825",6
"7826",2
"7827",6
"7828",6
"7829",2
"7830",2
"7831",12
"7832",2
"7833",6
"7834",2
"7835",2
"7836",6
"7837",2
"7838",6
"7839",12
"7840",6
"7841",2
"7842",6
"7843",12
"7844",12
"7845",2
"7846",2
"7847",6
"7848",12
"7849",6
"7850",6
"7851",6
"7852",6
"7853",6
"7854",6
"7855",12
"7856",6
"7857",6
"7858",6
"7859",12
"7860",2
"7861",12
"7862",6
"7863",6
"7864",6
"7865",6
"7866",6
"7867",2
"7868",12
"7869",6
"7870",6
"7871",12
"7872",2
"7873",12
"7874",6
"7875",6
"7876",6
"7877",6
"7878",6
"7879",2
"7880",6
"7881",6
"7882",6
"7883",12
"7884",6
"7885",6
"7886",6
"7887",2
"7888",3
"7889",6
"7890",6
"7891",12
"7892",6
"7893",6
"7894",2
"7895",12
"7896",12
"7897",6
"7898",6
"7899",0
"7900",6
"7901",12
"7902",6
"7903",6
"7904",6
"7905",12
"7906",2
"7907",6
"7908",12
"7909",6
"7910",12
"7911",1
"7912",2
"7913",12
"7914",2
"7915",6
"7916",2
"7917",12
"7918",6
"7919",12
"7920",0
"7921",6
"7922",12
"7923",2
"7924",6
"7925",6
"7926",6
"7927",6
"7928",2
"7929",6
"7930",12
"7931",6
"7932",3
"7933",6
"7934",12
"7935",6
"7936",6
"7937",6
"7938",2
"7939",12
"7940",2
"7941",0
"7942",1
"7943",6
"7944",6
"7945",2
"7946",2
"7947",0
"7948",6
"7949",6
"7950",6
"7951",6
"7952",6
"7953",0
"7954",2
"7955",12
"7956",12
"7957",2
"7958",2
"7959",12
"7960",6
"7961",12
"7962",6
"7963",6
"7964",6
"7965",2
"7966",0
"7967",12
"7968",6
"7969",6
"7970",6
"7971",2
"7972",2
"7973",12
"7974",6
"7975",12
"7976",12
"7977",12
"7978",2
"7979",6
"7980",2
"7981",6
"7982",1
"7983",6
"7984",12
"7985",3
"7986",2
"7987",3
"7988",6
"7989",2
"7990",6
"7991",6
"7992",12
"7993",6
"7994",12
"7995",2
"7996",6
"7997",2
"7998",6
"7999",6
"8000",2
"8001",2
"8002",3
"8003",12
"8004",2
"8005",6
"8006",6
"8007",6
"8008",6
"8009",6
"8010",2
"8011",2
"8012",2
"8013",6
"8014",2
"8015",12
"8016",12
"8017",6
"8018",12
"8019",12
"8020",12
"8021",6
"8022",6
"8023",6
"8024",6
"8025",6
"8026",2
"8027",2
"8028",6
"8029",6
"8030",12
"8031",12
"8032",6
"8033",6
"8034",6
"8035",2
"8036",12
"8037",2
"8038",6
"8039",0
"8040",6
"8041",2
"8042",6
"8043",2
"8044",2
"8045",2
"8046",6
"8047",12
"8048",6
"8049",6
"8050",6
"8051",6
"8052",12
"8053",2
"8054",6
"8055",2
"8056",12
"8057",2
"8058",2
"8059",6
"8060",6
"8061",6
"8062",6
"8063",6
"8064",12
"8065",6
"8066",2
"8067",6
"8068",2
"8069",2
"8070",2
"8071",6
"8072",2
"8073",6
"8074",2
"8075",12
"8076",2
"8077",2
"8078",2
"8079",12
"8080",6
"8081",6
"8082",6
"8083",6
"8084",6
"8085",12
"8086",12
"8087",2
"8088",6
"8089",2
"8090",6
"8091",6
"8092",6
"8093",6
"8094",6
"8095",12
"8096",1
"8097",12
"8098",6
"8099",6
"8100",12
"8101",2
"8102",6
"8103",2
"8104",2
"8105",2
"8106",2
"8107",2
"8108",2
"8109",6
"8110",12
"8111",2
"8112",12
"8113",2
"8114",6
"8115",1
"8116",2
"8117",6
"8118",6
"8119",6
"8120",2
"8121",2
"8122",2
"8123",6
"8124",2
