"","V1A11","V1A12","V1A13","V1A14","V2","V3A31","V3A32","V3A33","V3A34","V4A41","V4A410","V4A42","V4A43","V4A44","V4A45","V4A46","V4A48","V4A49","V5","V6A62","V6A63","V6A64","V6A65","V7A72","V7A73","V7A74","V7A75","V8","V9A92","V9A93","V9A94","V10A102","V10A103","V11","V12A122","V12A123","V12A124","V13","V14A142","V14A143","V15A152","V15A153","V16","V17A172","V17A173","V17A174","V18","V19A192","V20A202"
"403",0,0,0,1,24,0,0,1,0,0,0,0,0,0,0,0,0,1,8648,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,27,0,0,1,0,2,0,1,0,1,1,0
"404",0,0,0,1,14,0,0,1,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,1,0,27,0,1,1,0,2,1,0,0,1,0,0
"405",0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,2899,0,0,0,1,0,0,0,1,4,0,1,0,0,0,4,0,1,0,43,0,1,1,0,1,0,1,0,2,0,0
"406",0,1,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,2039,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,22,0,1,1,0,1,0,1,0,1,1,0
"407",0,0,0,1,24,0,0,0,1,1,0,0,0,0,0,0,0,0,2197,0,0,0,1,0,0,1,0,4,0,1,0,0,0,4,0,1,0,43,0,1,1,0,2,0,1,0,2,1,0
"408",1,0,0,0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1053,0,0,0,0,1,0,0,0,4,0,0,1,0,0,2,0,0,0,27,0,1,1,0,1,0,1,0,1,0,1
"409",0,0,0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,3235,0,1,0,0,0,0,0,1,3,0,0,0,0,0,2,0,1,0,26,0,1,1,0,1,0,0,1,1,1,0
"410",0,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,939,0,1,0,0,0,0,1,0,4,0,0,1,0,0,2,0,0,0,28,0,1,1,0,3,0,1,0,1,1,0
"411",0,1,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,1967,0,0,0,0,0,0,0,1,4,1,0,0,0,0,4,0,1,0,20,0,1,1,0,1,0,1,0,1,1,0
"412",0,0,0,1,33,0,0,0,1,1,0,0,0,0,0,0,0,0,7253,0,0,0,0,0,0,1,0,3,0,1,0,0,0,2,0,1,0,35,0,1,1,0,2,0,0,1,1,1,0
"413",0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,1,2292,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,1,0,42,1,0,1,0,2,0,0,1,1,1,0
"414",0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1597,0,1,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,1,40,0,1,0,0,1,1,0,0,2,0,1
"415",1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1381,0,0,0,1,0,1,0,0,4,1,0,0,0,0,2,1,0,0,35,0,1,1,0,1,0,1,0,1,0,0
"416",0,0,0,1,36,0,0,0,1,1,0,0,0,0,0,0,0,0,5842,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,1,0,0,35,0,1,1,0,2,0,1,0,2,1,0
"417",1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,2579,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,33,0,1,1,0,1,1,0,0,2,0,0
"418",1,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1,0,0,8471,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,0,1,0,23,0,1,0,0,2,0,1,0,1,1,0
"419",0,0,0,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,2782,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,0,31,0,0,1,0,1,0,0,1,1,0,0
"420",0,1,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1042,0,0,0,1,0,1,0,0,4,1,0,0,0,0,2,1,0,0,33,0,1,1,0,1,0,1,0,1,0,0
"421",0,0,0,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,3186,0,0,1,0,0,0,1,0,2,1,0,0,0,0,3,0,1,0,20,0,1,0,0,1,0,1,0,1,0,0
"422",0,1,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,2028,0,0,0,1,0,1,0,0,4,0,1,0,0,0,2,0,1,0,30,0,1,1,0,1,0,1,0,1,0,0
"423",0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,0,1,0,2,0,1,0,0,0,3,0,0,0,47,0,1,1,0,2,1,0,0,2,0,0
"424",0,0,0,1,21,0,0,1,0,0,0,1,0,0,0,0,0,0,1591,1,0,0,0,0,0,1,0,4,0,1,0,0,0,3,0,0,0,34,0,1,1,0,2,0,0,1,1,0,0
"425",0,1,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,2762,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,0,0,25,0,0,1,0,1,0,1,0,1,1,0
"426",0,1,0,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0,2779,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,1,0,21,0,1,0,0,1,0,1,0,1,1,0
"427",0,0,0,1,28,0,0,0,1,0,0,0,1,0,0,0,0,0,2743,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,1,0,29,0,1,1,0,2,0,1,0,1,0,0
"428",0,0,0,1,18,0,0,0,1,0,0,0,1,0,0,0,0,0,1149,0,0,1,0,0,1,0,0,4,0,1,0,0,0,3,0,0,0,46,0,1,1,0,2,0,1,0,1,0,0
"429",0,0,0,1,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4,0,1,0,20,0,1,1,0,1,0,1,0,1,0,0
"430",1,0,0,0,18,0,0,0,1,0,0,0,0,0,1,0,0,0,1190,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,1,55,0,1,0,1,3,0,0,0,2,0,0
"431",0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,3448,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,0,0,0,74,0,1,1,0,1,1,0,0,1,0,0
"432",0,1,0,0,24,0,1,0,0,0,1,0,0,0,0,0,0,0,11328,0,0,0,0,0,1,0,0,2,0,1,0,1,0,3,0,1,0,29,0,0,1,0,2,0,0,1,1,1,0
"433",1,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1872,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,0,0,1,36,0,1,0,1,3,0,0,1,1,1,0
"434",0,0,0,1,24,0,0,0,1,0,0,0,0,0,1,0,0,0,2058,0,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,0,33,0,1,1,0,2,0,1,0,1,1,0
"435",1,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,2136,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,25,0,1,1,0,1,0,1,0,1,0,0
"436",0,1,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,1484,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,25,0,1,1,0,1,0,1,0,1,1,0
"437",0,0,0,1,6,0,1,0,0,0,0,0,0,0,1,0,0,0,660,0,1,0,0,0,0,1,0,2,0,0,1,0,0,4,0,0,0,23,0,1,0,0,1,1,0,0,1,0,0
"438",0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1287,0,0,1,0,0,0,0,1,4,1,0,0,0,0,4,0,0,0,37,0,1,1,0,2,0,1,0,1,1,0
"439",1,0,0,0,42,0,0,0,1,0,0,0,0,0,1,0,0,0,3394,0,0,0,0,0,0,0,0,4,0,1,0,1,0,4,0,1,0,65,0,1,1,0,2,0,0,0,1,0,0
"440",0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,609,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,26,0,1,1,0,1,0,0,0,1,0,0
"441",0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1884,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,1,0,39,0,1,1,0,1,0,0,1,1,1,0
"442",1,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1620,0,0,0,0,0,1,0,0,2,1,0,0,1,0,3,1,0,0,30,0,1,1,0,1,0,1,0,1,0,0
"443",0,1,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,2629,0,0,0,0,0,1,0,0,2,0,1,0,0,0,3,0,1,0,29,0,0,1,0,2,0,1,0,1,1,0
"444",0,0,0,1,12,0,1,0,0,0,0,0,0,0,0,1,0,0,719,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,1,0,41,0,0,1,0,1,1,0,0,2,0,0
"445",0,1,0,0,48,0,0,0,1,0,0,1,0,0,0,0,0,0,5096,0,0,0,0,0,1,0,0,2,1,0,0,0,0,3,0,1,0,30,0,1,1,0,1,0,0,1,1,1,0
"446",0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,1,0,0,1244,0,0,0,1,0,0,0,1,4,1,0,0,0,0,4,1,0,0,41,0,1,0,0,2,1,0,0,1,0,0
"447",1,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,1842,0,0,0,0,1,0,0,0,4,1,0,0,0,0,4,0,1,0,34,0,1,1,0,1,0,1,0,1,1,0
"448",0,1,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,2576,0,0,0,0,0,1,0,0,2,0,1,0,0,1,2,0,0,0,35,0,1,1,0,1,0,1,0,1,0,0
"449",0,0,1,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1424,0,0,0,1,0,0,0,1,3,1,0,0,0,0,4,0,0,0,55,0,1,1,0,1,0,0,1,1,1,0
"450",0,1,0,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,1512,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,1,0,0,61,1,0,1,0,2,0,1,0,1,0,0
"451",0,0,0,1,36,0,0,0,1,1,0,0,0,0,0,0,0,0,11054,0,0,0,1,0,1,0,0,4,0,1,0,0,0,2,0,1,0,30,0,1,1,0,1,0,0,1,1,1,0
"452",0,0,0,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,518,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,29,0,1,1,0,1,0,1,0,1,0,0
"453",0,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,2759,0,0,0,0,0,0,0,1,2,0,1,0,0,0,4,1,0,0,34,0,1,1,0,2,0,1,0,1,0,0
"454",0,0,0,1,24,0,1,0,0,1,0,0,0,0,0,0,0,0,2670,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,1,0,35,0,1,1,0,1,0,0,1,1,1,0
"455",1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,4817,0,0,0,0,0,0,1,0,2,0,1,0,1,0,3,1,0,0,31,0,1,1,0,1,0,1,0,1,1,0
"456",0,0,0,1,24,0,1,0,0,1,0,0,0,0,0,0,0,0,2679,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,1,29,0,1,1,0,1,0,0,1,1,1,0
"457",1,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,3905,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,36,0,1,0,0,2,0,1,0,2,0,0
"458",1,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,3386,0,0,0,0,0,0,0,1,3,0,1,0,0,0,4,0,0,1,35,0,1,0,1,1,0,1,0,1,1,0
"459",1,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,343,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,27,0,1,1,0,1,0,1,0,1,0,0
"460",0,0,0,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,4594,0,0,0,0,1,0,0,0,3,0,1,0,0,0,2,0,1,0,32,0,1,1,0,1,0,1,0,1,1,0
"461",1,0,0,0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,3620,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2,1,0,0,37,0,1,1,0,1,0,1,0,2,0,0
"462",1,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,1721,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,0,0,36,0,1,1,0,1,0,1,0,1,0,0
"463",0,1,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,3017,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,34,0,1,0,0,1,0,0,1,1,0,0
"464",0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,754,0,0,0,1,0,0,0,1,4,0,1,0,0,0,4,1,0,0,38,0,1,1,0,2,0,1,0,1,0,0
"465",0,0,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,1,1950,0,0,0,0,0,0,1,0,4,0,1,0,0,0,1,0,1,0,34,1,0,1,0,2,0,1,0,1,1,0
"466",1,0,0,0,24,0,1,0,0,1,0,0,0,0,0,0,0,0,2924,0,0,0,0,0,1,0,0,3,0,1,0,0,1,4,0,0,1,63,0,0,1,0,1,0,1,0,2,1,0
"467",1,0,0,0,24,0,0,1,0,0,0,0,1,0,0,0,0,0,1659,0,0,0,0,1,0,0,0,4,1,0,0,0,0,2,0,1,0,29,0,1,0,0,1,1,0,0,1,1,0
"468",0,0,0,1,48,0,0,1,0,0,0,0,1,0,0,0,0,0,7238,0,0,0,1,0,0,0,1,3,0,1,0,0,0,3,0,1,0,32,0,0,1,0,2,0,1,0,2,0,0
"469",0,0,0,1,33,0,0,1,0,0,0,0,0,0,0,0,0,1,2764,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,1,0,26,0,1,1,0,2,0,1,0,1,1,0
"470",0,0,0,1,24,0,0,1,0,1,0,0,0,0,0,0,0,0,4679,0,0,0,0,0,0,1,0,3,0,1,0,0,0,3,0,1,0,35,0,1,1,0,2,1,0,0,1,1,0
"471",0,1,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,3092,1,0,0,0,1,0,0,0,3,0,0,1,0,0,2,0,1,0,22,0,1,0,0,1,0,1,0,1,1,0
"472",1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,448,0,0,0,0,1,0,0,0,4,1,0,0,0,0,4,1,0,0,23,0,1,1,0,1,0,1,0,1,0,0
"473",1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,1,0,0,4,0,1,0,0,0,3,0,1,0,28,0,1,1,0,1,1,0,0,1,0,0
"474",0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,1,0,1238,0,0,0,1,0,0,0,0,4,0,1,0,0,0,4,1,0,0,36,0,1,1,0,1,0,0,1,2,1,0
"475",0,1,0,0,18,0,0,0,1,0,0,0,1,0,0,0,0,0,1245,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,0,1,0,33,0,1,1,0,1,0,1,0,1,0,0
"476",1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,3114,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,1,0,0,26,0,1,0,0,1,0,1,0,1,0,0
"477",0,0,0,1,39,0,1,0,0,1,0,0,0,0,0,0,0,0,2569,0,1,0,0,0,1,0,0,4,0,1,0,0,0,4,0,1,0,24,0,1,1,0,1,0,1,0,1,0,0
"478",0,0,1,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,5152,0,0,0,0,0,0,1,0,4,0,1,0,0,0,2,0,1,0,25,0,0,1,0,1,0,1,0,1,0,0
"479",0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,1037,1,0,0,0,0,0,1,0,3,0,1,0,0,0,4,0,0,0,39,0,1,1,0,1,1,0,0,1,0,0
"480",1,0,0,0,15,0,0,0,1,0,0,1,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,1,4,0,1,0,0,0,4,0,1,0,44,0,1,1,0,2,0,1,0,2,1,0
"481",0,1,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,3573,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,23,0,1,1,0,1,1,0,0,1,0,0
"482",0,1,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1201,0,0,0,0,1,0,0,0,4,0,1,0,0,0,1,1,0,0,26,0,1,1,0,1,0,1,0,1,0,0
"483",1,0,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,3622,0,0,1,0,0,0,0,1,4,1,0,0,0,0,4,1,0,0,57,0,1,0,0,2,0,1,0,1,1,0
"484",0,0,0,1,15,0,0,1,0,0,0,1,0,0,0,0,0,0,960,0,0,1,0,0,0,1,0,3,1,0,0,0,0,2,1,0,0,30,0,1,1,0,2,0,1,0,1,0,0
"485",0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1163,0,1,0,0,0,1,0,0,4,0,1,0,0,0,4,0,0,0,44,0,1,1,0,1,0,1,0,1,1,0
"486",0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4,1,0,0,47,0,1,1,0,1,0,0,1,1,1,0
"487",0,0,0,1,12,0,1,0,0,0,0,0,1,0,0,0,0,0,3077,0,0,0,0,0,1,0,0,2,0,1,0,0,0,4,0,1,0,52,0,1,1,0,1,0,1,0,1,1,0
"488",0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,3757,0,0,0,0,0,0,0,1,4,1,0,0,1,0,4,0,0,1,62,0,1,0,1,1,0,1,0,1,1,0
"489",0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1418,1,0,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,35,0,1,0,0,1,1,0,0,1,0,1
"490",0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,3518,0,0,0,0,0,1,0,0,2,0,1,0,0,1,3,1,0,0,26,0,1,0,0,1,0,1,0,1,0,0
"491",0,0,0,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,1934,0,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,0,1,26,0,1,1,0,2,0,1,0,1,0,0
"492",0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,8318,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4,0,0,1,42,0,1,0,1,2,0,0,1,1,1,0
"493",0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1237,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,27,0,1,1,0,2,0,1,0,1,0,0
"494",0,1,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,368,0,0,0,1,0,0,0,1,4,0,1,0,0,0,4,1,0,0,38,0,1,1,0,1,0,1,0,1,0,0
"495",1,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,2122,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,0,0,0,39,0,1,0,0,2,1,0,0,2,0,1
"496",1,0,0,0,24,0,1,0,0,0,0,1,0,0,0,0,0,0,2996,0,0,0,1,0,1,0,0,2,0,0,1,0,0,4,0,1,0,20,0,1,1,0,1,0,1,0,1,0,0
"497",0,1,0,0,36,0,1,0,0,0,0,1,0,0,0,0,0,0,9034,1,0,0,0,1,0,0,0,4,0,1,0,1,0,1,0,0,1,29,0,1,0,0,1,0,0,1,1,1,0
"498",0,0,0,1,24,0,0,0,1,0,0,1,0,0,0,0,0,0,1585,0,0,0,0,0,0,1,0,4,0,1,0,0,0,3,1,0,0,40,0,1,1,0,2,0,1,0,1,0,0
"499",0,1,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0,1301,0,0,0,0,0,0,0,1,4,0,0,1,0,1,2,0,0,0,32,0,1,1,0,1,1,0,0,1,0,0
"500",0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1323,1,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,1,0,28,0,1,1,0,2,0,1,0,2,1,0
"501",1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,3123,0,0,0,0,1,0,0,0,4,1,0,0,0,0,1,1,0,0,27,0,1,1,0,1,0,1,0,1,0,0
"502",1,0,0,0,36,0,1,0,0,1,0,0,0,0,0,0,0,0,5493,0,0,0,0,0,0,0,1,2,0,1,0,0,0,4,0,0,1,42,0,1,0,1,1,0,1,0,2,0,0
"503",0,0,1,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1126,1,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,49,0,1,1,0,1,0,1,0,1,0,0
"504",0,1,0,0,24,0,0,0,1,0,0,0,1,0,0,0,0,0,1216,1,0,0,0,1,0,0,0,4,0,1,0,0,0,4,0,0,1,38,0,0,1,0,2,0,1,0,2,0,0
"505",1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,0,1,0,0,0,4,1,0,0,0,0,4,1,0,0,24,0,1,0,0,1,0,1,0,1,0,0
"506",0,0,0,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1309,0,0,0,1,0,1,0,0,4,0,1,0,0,1,4,1,0,0,27,0,1,1,0,1,1,0,0,1,0,0
"507",0,0,1,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,2360,0,1,0,0,0,1,0,0,2,0,1,0,0,0,2,0,1,0,36,0,1,1,0,1,0,1,0,1,1,0
"508",0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,6850,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,34,0,1,1,0,1,0,0,1,2,1,0
"509",0,0,0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,1413,0,0,0,0,0,1,0,0,4,0,0,1,0,0,2,1,0,0,28,0,1,1,0,1,0,1,0,1,0,0
"510",0,0,0,1,39,0,1,0,0,1,0,0,0,0,0,0,0,0,8588,1,0,0,0,0,0,0,1,4,0,1,0,0,0,2,0,1,0,45,0,1,1,0,1,0,0,1,1,1,0
"511",1,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,1,0,4,0,1,0,0,0,2,0,0,0,26,0,1,1,0,1,0,1,0,1,0,0
"512",0,0,0,1,36,0,1,0,0,1,0,0,0,0,0,0,0,0,4686,0,0,0,0,0,1,0,0,2,0,1,0,0,0,2,0,0,1,32,0,1,0,1,1,0,0,1,1,1,0
"513",0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,0,0,1,2687,0,0,0,0,0,0,1,0,2,0,1,0,0,0,4,1,0,0,26,0,1,0,0,1,0,1,0,1,1,0
"514",0,1,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,585,0,0,0,0,0,1,0,0,4,0,0,1,1,0,4,0,0,0,20,0,1,0,0,2,0,1,0,1,0,0
"515",0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,2255,0,0,0,1,1,0,0,0,4,0,1,0,0,0,1,1,0,0,54,0,1,1,0,1,0,1,0,1,0,0
"516",1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,1,0,4,1,0,0,0,0,3,1,0,0,37,0,1,1,0,2,0,1,0,1,0,1
"517",1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1361,0,0,0,0,1,0,0,0,2,0,1,0,0,0,4,0,0,0,40,0,1,1,0,1,1,0,0,2,0,1
"518",0,0,0,1,36,0,0,0,1,0,0,1,0,0,0,0,0,0,7127,0,0,0,0,1,0,0,0,2,1,0,0,0,0,4,1,0,0,23,0,1,0,0,2,0,1,0,1,1,0
"519",1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1203,1,0,0,0,0,0,0,1,3,0,1,0,0,0,2,1,0,0,43,0,1,1,0,1,0,1,0,1,1,0
"520",0,0,0,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,700,0,0,0,1,0,0,0,1,4,0,1,0,0,0,4,0,0,1,36,0,1,0,1,2,0,1,0,1,0,0
"521",0,0,0,1,24,0,0,0,1,0,0,0,0,0,1,0,0,0,5507,0,0,0,0,0,0,0,1,3,0,1,0,0,0,4,0,0,1,44,0,1,0,1,2,0,1,0,1,0,0
"522",1,0,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0,3190,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,24,0,1,1,0,1,0,1,0,1,0,0
"523",1,0,0,0,48,0,0,0,0,0,0,1,0,0,0,0,0,0,7119,0,0,0,0,0,1,0,0,3,0,1,0,0,0,4,0,0,1,53,0,1,0,1,2,0,1,0,2,0,0
"524",0,0,0,1,24,0,1,0,0,1,0,0,0,0,0,0,0,0,3488,1,0,0,0,0,0,1,0,3,1,0,0,0,0,4,0,1,0,23,0,1,1,0,1,0,1,0,1,0,0
"525",0,1,0,0,18,0,1,0,0,0,0,0,1,0,0,0,0,0,1113,0,0,0,0,0,1,0,0,4,1,0,0,0,1,4,0,0,0,26,0,1,1,0,1,1,0,0,2,0,0
"526",0,1,0,0,26,0,1,0,0,1,0,0,0,0,0,0,0,0,7966,0,0,0,0,1,0,0,0,2,0,1,0,0,0,3,0,1,0,30,0,1,1,0,2,0,1,0,1,0,0
"527",0,0,0,1,15,0,0,0,1,0,0,0,0,0,0,1,0,0,1532,1,0,0,0,0,1,0,0,4,1,0,0,0,0,3,0,1,0,31,0,1,1,0,1,0,1,0,1,0,0
"528",0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1503,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,42,0,1,1,0,2,1,0,0,2,0,0
"529",1,0,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,0,2302,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,1,0,31,0,1,0,0,1,0,1,0,1,0,0
"530",1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,1,0,0,0,3,0,1,0,0,0,4,0,0,0,41,0,1,1,0,1,1,0,0,2,1,0
"531",0,1,0,0,36,0,1,0,0,0,0,0,0,0,0,1,0,0,2273,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,1,0,32,0,1,1,0,2,0,1,0,2,0,0
"532",0,1,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,2631,1,0,0,0,0,1,0,0,2,1,0,0,0,0,4,0,1,0,28,0,1,0,0,2,0,1,0,1,1,0
"533",0,0,0,1,12,0,0,1,0,1,0,0,0,0,0,0,0,0,1503,0,0,0,0,0,1,0,0,4,0,0,1,0,0,4,0,0,0,41,0,1,0,0,1,0,1,0,1,0,0
"534",0,0,0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,1311,1,0,0,0,0,0,1,0,4,0,0,1,0,0,3,1,0,0,26,0,1,1,0,1,0,1,0,1,1,0
"535",0,0,0,1,24,0,1,0,0,0,0,0,1,0,0,0,0,0,3105,0,0,0,1,1,0,0,0,4,0,1,0,0,0,2,0,1,0,25,0,1,1,0,2,0,1,0,1,0,0
"536",0,0,1,0,21,0,0,0,1,0,0,0,0,0,0,1,0,0,2319,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,33,0,1,0,0,1,0,1,0,1,0,0
"537",1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1374,0,0,0,1,0,0,0,0,4,1,0,0,0,0,3,1,0,0,75,0,1,1,0,1,0,0,1,1,1,0
