"","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachment","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"5677","x","s","g","t","f","f","c","b","h","t","b","f","f","w","w","w","o","p","h","v","g"
"5678","x","s","w","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","v","g"
"5679","f","s","b","t","f","f","c","b","w","t","b","f","s","w","w","w","o","p","h","s","g"
"5680","x","y","n","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5681","f","f","y","f","n","f","c","n","w","e","r","k","y","w","n","w","o","e","w","v","d"
"5682","f","y","u","f","n","f","c","n","w","e","c","s","f","w","w","w","o","f","h","v","d"
"5683","x","y","n","f","y","f","c","n","b","t","r","s","s","p","p","w","o","e","w","v","l"
"5684","x","s","n","t","n","f","c","b","w","e","b","s","s","w","w","w","t","e","w","c","w"
"5685","x","s","w","t","f","f","c","b","w","t","b","f","s","w","w","w","o","p","h","v","u"
"5686","f","y","y","f","f","f","c","b","p","e","b","k","k","p","b","w","o","l","h","v","d"
"5687","f","s","b","t","n","f","c","b","e","e","c","s","s","e","e","w","t","e","w","c","w"
"5688","k","f","c","f","n","f","w","n","w","e","b","s","s","w","n","w","o","e","w","v","l"
"5689","x","s","g","t","f","f","c","b","p","t","b","s","f","w","w","w","o","p","h","v","u"
"5690","f","y","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","v","p"
"5691","x","y","e","f","y","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","l"
"5692","f","y","p","t","n","f","c","b","e","e","b","s","s","e","w","w","t","e","w","c","w"
"5693","k","y","p","t","n","f","c","b","w","e","b","s","s","w","w","w","t","e","w","c","w"
"5694","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","g"
"5695","x","y","n","f","y","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","d"
"5696","f","s","n","t","n","f","c","b","e","e","b","s","s","e","w","w","t","e","w","c","w"
"5697","f","y","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","y","g"
"5698","x","y","n","f","s","f","c","n","b","t","c","s","s","p","p","w","o","e","w","v","d"
"5699","f","s","n","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5700","f","y","y","f","f","f","c","b","p","e","b","k","k","p","p","w","o","l","h","v","d"
"5701","f","y","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","v","p"
"5702","f","y","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","y","p"
"5703","f","f","c","f","n","f","w","n","w","e","b","f","s","w","n","w","o","e","w","v","l"
"5704","b","y","b","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","g"
"5705","k","y","e","t","n","f","c","b","w","e","b","s","s","e","w","w","t","e","w","c","w"
"5706","x","s","b","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","v","u"
"5707","x","s","g","t","f","f","c","b","w","t","b","s","s","w","w","w","o","p","h","v","g"
"5708","f","y","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","g"
"5709","x","s","g","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","s","u"
"5710","x","y","e","f","y","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","p"
"5711","f","s","w","t","f","f","c","b","p","t","b","f","f","w","w","w","o","p","h","v","u"
"5712","f","s","p","t","n","f","c","b","w","e","b","s","s","w","w","w","t","e","w","c","w"
"5713","f","s","b","t","f","f","c","b","h","t","b","s","s","w","w","w","o","p","h","v","g"
"5714","x","y","e","f","y","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","p"
"5715","f","y","w","f","n","f","c","n","u","e","c","s","f","w","w","w","o","f","h","v","d"
"5716","x","y","p","t","n","f","c","b","w","e","b","s","s","w","e","w","t","e","w","c","w"
"5717","x","s","b","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","v","u"
"5718","k","g","w","t","n","f","w","n","w","e","b","s","s","w","w","w","o","p","w","c","l"
"5719","f","s","g","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","s","g"
"5720","x","y","n","f","s","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","p"
"5721","k","s","e","t","n","f","c","b","w","e","c","s","s","w","w","w","t","e","w","c","w"
"5722","x","y","n","f","y","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","d"
"5723","x","y","n","f","s","f","c","n","b","t","c","s","s","w","w","w","o","e","w","v","p"
"5724","f","s","w","t","f","f","c","b","h","t","b","f","f","w","w","w","o","p","h","s","g"
"5725","f","s","e","t","n","f","c","b","e","e","c","s","s","w","e","w","t","e","w","c","w"
"5726","f","s","b","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","s","g"
"5727","b","s","w","t","n","f","c","b","r","e","b","s","s","w","w","w","t","p","r","v","m"
"5728","f","f","n","f","n","f","w","n","w","e","b","f","s","w","n","w","o","e","w","v","l"
"5729","f","s","g","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","v","u"
"5730","x","s","w","t","f","f","c","b","h","t","b","s","s","w","w","w","o","p","h","v","g"
"5731","f","y","y","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","v","g"
"5732","x","s","b","t","n","f","c","b","e","e","b","s","s","e","w","w","t","e","w","c","w"
"5733","f","y","n","t","n","f","c","b","w","e","b","s","s","e","w","w","t","e","w","c","w"
"5734","x","y","r","f","n","f","c","n","u","e","r","s","f","w","w","w","o","f","h","v","d"
"5735","k","s","b","t","n","f","c","b","e","e","c","s","s","e","e","w","t","e","w","c","w"
"5736","x","s","w","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","v","u"
"5737","x","y","n","f","y","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","d"
"5738","x","y","b","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5739","f","y","w","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","g"
"5740","f","s","b","t","f","f","c","b","w","t","b","s","f","w","w","w","o","p","h","s","u"
"5741","x","s","g","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","v","g"
"5742","k","s","n","t","n","f","c","b","w","e","b","s","s","w","w","w","t","e","w","c","w"
"5743","f","s","g","t","f","f","c","b","p","t","b","s","f","w","w","w","o","p","h","s","g"
"5744","k","y","p","t","n","f","c","b","e","e","b","s","s","e","e","w","t","e","w","c","w"
"5745","f","y","b","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","m"
"5746","x","y","n","f","s","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","d"
"5747","f","y","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","v","p"
"5748","x","s","b","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","s","u"
"5749","k","f","c","f","n","f","w","n","w","e","b","s","f","w","n","w","o","e","w","v","l"
"5750","f","s","g","t","f","f","c","b","p","t","b","s","f","w","w","w","o","p","h","v","u"
"5751","f","s","w","t","f","f","c","b","w","t","b","f","s","w","w","w","o","p","h","v","g"
"5752","b","s","b","t","n","f","c","b","r","e","b","s","s","w","w","w","t","p","r","v","m"
"5753","b","s","p","t","n","f","c","b","r","e","b","s","s","w","w","w","t","p","r","v","g"
"5754","f","s","w","t","f","f","c","b","w","t","b","s","f","w","w","w","o","p","h","s","g"
"5755","x","y","n","t","n","f","c","b","w","e","b","s","s","w","e","w","t","e","w","c","w"
"5756","x","y","n","f","s","f","c","n","b","t","r","s","k","w","w","w","o","e","w","v","l"
"5757","x","y","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","g"
"5758","x","s","b","t","n","f","c","b","w","e","b","s","s","w","w","w","t","e","w","c","w"
"5759","x","y","n","f","f","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","l"
"5760","x","s","b","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","s","u"
"5761","f","s","p","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","g"
"5762","x","y","n","f","y","f","c","n","b","t","r","k","s","w","p","w","o","e","w","v","l"
"5763","x","s","w","t","f","f","c","b","h","t","b","f","f","w","w","w","o","p","h","v","u"
"5764","f","s","w","t","f","f","c","b","h","t","b","s","s","w","w","w","o","p","h","v","u"
"5765","f","y","r","f","n","f","c","n","u","e","e","s","f","w","w","w","o","f","h","y","d"
"5766","f","s","w","t","f","f","c","b","h","t","b","f","s","w","w","w","o","p","h","s","g"
"5767","f","s","w","t","f","f","c","b","p","t","b","f","s","w","w","w","o","p","h","s","u"
"5768","x","y","w","f","n","f","c","n","u","e","c","s","f","w","w","w","o","f","h","v","d"
"5769","x","y","n","f","s","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","d"
"5770","k","y","b","t","n","f","c","b","w","e","b","s","s","w","w","w","t","e","w","c","w"
"5771","x","y","n","f","f","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","d"
"5772","x","y","n","f","y","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","l"
"5773","x","s","b","t","f","f","c","b","p","t","b","f","f","w","w","w","o","p","h","s","u"
"5774","f","y","r","f","n","f","c","n","p","e","e","s","f","w","w","w","o","f","h","y","d"
"5775","b","s","p","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","g"
"5776","x","s","b","t","f","f","c","b","p","t","b","f","f","w","w","w","o","p","h","v","u"
"5777","f","y","c","f","n","f","w","n","w","e","b","f","f","w","n","w","o","e","w","v","l"
"5778","x","y","u","f","n","f","c","n","p","e","b","s","f","w","w","w","o","f","h","v","d"
"5779","x","s","b","t","f","f","c","b","w","t","b","s","f","w","w","w","o","p","h","v","u"
"5780","x","y","w","f","n","f","c","n","w","e","r","s","f","w","w","w","o","f","h","v","d"
"5781","x","y","n","f","y","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","l"
"5782","x","s","p","t","n","f","c","b","e","e","c","s","s","e","w","w","t","e","w","c","w"
"5783","f","s","p","t","n","f","c","b","r","e","b","s","s","w","w","w","t","p","r","v","m"
"5784","f","y","n","f","n","f","c","n","w","e","r","k","y","w","y","w","o","e","w","v","d"
"5785","f","y","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","p"
"5786","f","s","w","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","v","g"
"5787","x","y","g","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","v","g"
"5788","f","y","e","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5789","f","s","b","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","g"
"5790","b","s","p","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","m"
"5791","x","y","n","f","s","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","l"
"5792","x","s","b","t","f","f","c","b","p","t","b","f","s","w","w","w","o","p","h","v","u"
"5793","x","y","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","y","p"
"5794","b","y","w","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","g"
"5795","f","y","n","f","n","f","w","n","w","e","b","s","f","w","n","w","o","e","w","v","l"
"5796","f","f","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","g"
"5797","f","y","y","f","f","f","c","b","h","e","b","k","k","p","b","w","o","l","h","v","p"
"5798","f","y","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","v","g"
"5799","x","s","g","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","s","u"
"5800","x","y","e","f","y","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","l"
"5801","x","y","y","f","n","f","c","n","w","e","r","k","y","w","y","w","o","e","w","v","d"
"5802","x","y","n","f","f","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","p"
"5803","f","s","w","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","s","g"
"5804","f","f","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","g"
"5805","f","f","n","f","n","f","w","n","w","e","b","s","s","w","n","w","o","e","w","v","l"
"5806","x","s","g","t","f","f","c","b","w","t","b","f","s","w","w","w","o","p","h","s","g"
"5807","f","s","b","t","f","f","c","b","h","t","b","f","f","w","w","w","o","p","h","v","u"
"5808","f","s","e","t","n","f","c","b","e","e","c","s","s","e","e","w","t","e","w","c","w"
"5809","x","s","b","t","f","f","c","b","h","t","b","s","s","w","w","w","o","p","h","s","u"
"5810","f","y","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","d"
"5811","x","y","n","f","f","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","d"
"5812","f","s","w","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","v","g"
"5813","f","s","g","t","f","f","c","b","h","t","b","s","s","w","w","w","o","p","h","s","g"
"5814","f","y","y","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","v","g"
"5815","f","f","c","f","n","f","w","n","w","e","b","s","s","w","n","w","o","e","w","v","l"
"5816","x","y","n","f","s","f","c","n","b","t","r","k","k","p","p","w","o","e","w","v","l"
"5817","k","y","e","t","n","f","c","b","e","e","c","s","s","w","e","w","t","e","w","c","w"
"5818","x","y","n","f","y","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","l"
"5819","f","s","w","t","f","f","c","b","p","t","b","s","f","w","w","w","o","p","h","s","g"
"5820","x","y","e","f","y","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","l"
"5821","x","s","n","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5822","f","y","g","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","p"
"5823","x","s","w","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","v","u"
"5824","f","s","e","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5825","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","d"
"5826","f","y","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","v","d"
"5827","f","y","e","t","n","f","c","b","e","e","c","s","s","e","w","w","t","e","w","c","w"
"5828","f","s","g","t","f","f","c","b","p","t","b","f","f","w","w","w","o","p","h","v","g"
"5829","k","s","n","t","n","f","c","b","e","e","c","s","s","e","w","w","t","e","w","c","w"
"5830","f","y","y","f","f","f","c","b","p","e","b","k","k","n","b","w","o","l","h","y","d"
"5831","x","s","w","t","f","f","c","b","w","t","b","s","f","w","w","w","o","p","h","s","g"
"5832","x","y","n","f","s","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","p"
"5833","f","y","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","g"
"5834","f","y","w","t","n","f","c","b","r","e","b","s","s","w","w","w","t","p","r","v","g"
"5835","x","y","n","f","s","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","d"
"5836","f","y","w","f","n","f","c","n","w","e","c","s","f","w","w","w","o","f","h","v","d"
"5837","x","y","w","f","n","f","c","n","h","e","e","s","f","w","w","w","o","f","h","y","d"
"5838","x","y","n","f","f","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","p"
"5839","f","s","g","t","f","f","c","b","p","t","b","f","s","w","w","w","o","p","h","s","u"
"5840","x","y","u","f","n","f","c","n","w","e","c","s","f","w","w","w","o","f","h","v","d"
"5841","f","s","w","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","g"
"5842","x","y","y","f","f","f","c","b","g","e","b","k","k","p","b","w","o","l","h","v","d"
"5843","f","s","g","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","v","g"
"5844","f","y","y","f","f","f","c","b","g","e","b","k","k","p","n","w","o","l","h","y","p"
"5845","x","f","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","v","g"
"5846","f","y","y","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","y","d"
"5847","x","s","g","t","f","f","c","b","p","t","b","f","f","w","w","w","o","p","h","s","g"
"5848","f","y","r","f","n","f","c","n","u","e","r","s","f","w","w","w","o","f","h","v","d"
"5849","f","s","w","t","f","f","c","b","w","t","b","f","s","w","w","w","o","p","h","s","g"
"5850","k","s","n","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5851","x","y","n","f","s","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","d"
"5852","x","s","g","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","s","g"
"5853","f","y","y","f","f","f","c","b","g","e","b","k","k","p","p","w","o","l","h","y","g"
"5854","b","s","w","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","m"
"5855","x","y","n","f","f","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","d"
"5856","b","s","b","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","m"
"5857","f","f","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","y","g"
"5858","x","y","g","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","d"
"5859","x","y","e","t","n","f","c","b","e","e","c","s","s","w","w","w","t","e","w","c","w"
"5860","k","s","b","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5861","x","y","n","f","f","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","l"
"5862","x","s","e","t","n","f","c","b","e","e","c","s","s","e","e","w","t","e","w","c","w"
"5863","f","s","b","t","n","f","c","b","r","e","b","s","s","w","w","w","t","p","r","v","m"
"5864","f","s","n","t","n","f","c","b","w","e","c","s","s","w","w","w","t","e","w","c","w"
"5865","x","y","e","f","y","f","c","n","b","t","r","s","k","p","p","w","o","e","w","v","p"
"5866","f","y","b","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5867","x","s","g","t","f","f","c","b","w","t","b","s","s","w","w","w","o","p","h","s","u"
"5868","f","s","b","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","g"
"5869","x","y","n","f","s","f","c","n","b","t","r","s","k","p","w","w","o","e","w","v","l"
"5870","x","y","e","f","y","f","c","n","b","t","r","k","s","w","w","w","o","e","w","v","l"
"5871","f","y","y","f","f","f","c","b","h","e","b","k","k","b","b","w","o","l","h","y","g"
"5872","x","y","n","f","f","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","l"
"5873","x","y","n","f","s","f","c","n","b","t","r","k","k","w","p","w","o","e","w","v","d"
"5874","f","s","g","t","f","f","c","b","w","t","b","f","s","w","w","w","o","p","h","v","u"
"5875","x","y","p","t","n","f","c","b","w","e","b","s","s","e","w","w","t","e","w","c","w"
"5876","x","y","u","f","n","f","c","n","u","e","c","s","f","w","w","w","o","f","h","y","d"
"5877","f","y","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","y","p"
"5878","x","s","g","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","v","g"
"5879","x","y","n","f","s","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","l"
"5880","f","s","g","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","v","u"
"5881","x","s","b","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","v","g"
"5882","x","f","y","f","f","f","c","b","h","e","b","k","k","b","p","w","o","l","h","y","g"
"5883","b","s","w","t","n","f","c","b","r","e","b","s","s","w","w","w","t","p","r","v","g"
"5884","k","y","n","t","n","f","c","b","e","e","c","s","s","e","e","w","t","e","w","c","w"
"5885","x","y","e","f","y","f","c","n","b","t","r","k","k","w","w","w","o","e","w","v","d"
"5886","f","y","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","v","p"
"5887","x","y","b","t","n","f","c","b","w","e","b","s","s","e","w","w","t","e","w","c","w"
"5888","x","s","b","t","f","f","c","b","p","t","b","s","f","w","w","w","o","p","h","v","g"
"5889","f","s","g","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","v","u"
"5890","f","s","b","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","s","u"
"5891","f","y","y","f","f","f","c","b","p","e","b","k","k","b","b","w","o","l","h","y","d"
"5892","x","y","n","f","f","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","p"
"5893","f","s","w","t","f","f","c","b","h","t","b","f","f","w","w","w","o","p","h","v","u"
"5894","k","y","n","t","n","f","c","b","e","e","c","s","s","w","w","w","t","e","w","c","w"
"5895","x","s","e","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5896","x","y","w","f","n","f","c","n","p","e","c","s","f","w","w","w","o","f","h","v","d"
"5897","f","s","b","t","f","f","c","b","p","t","b","f","s","w","w","w","o","p","h","s","u"
"5898","f","s","g","t","f","f","c","b","h","t","b","s","s","w","w","w","o","p","h","s","u"
"5899","f","s","e","t","n","f","c","b","e","e","c","s","s","w","w","w","t","e","w","c","w"
"5900","f","y","y","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","y","g"
"5901","x","y","n","f","s","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","l"
"5902","f","s","w","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","g"
"5903","f","y","g","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","d"
"5904","x","f","n","f","n","f","w","n","w","e","b","s","s","w","n","w","o","e","w","v","l"
"5905","f","y","y","f","f","f","c","b","p","e","b","k","k","b","n","w","o","l","h","y","d"
"5906","x","s","w","t","f","f","c","b","p","t","b","f","s","w","w","w","o","p","h","s","u"
"5907","x","s","b","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5908","x","s","p","t","n","f","c","b","w","e","b","s","s","w","e","w","t","e","w","c","w"
"5909","x","s","g","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","v","g"
"5910","f","f","g","f","f","f","c","b","p","e","b","k","k","p","n","w","o","l","h","y","p"
"5911","x","s","w","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","s","g"
"5912","x","f","y","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","v","p"
"5913","f","s","w","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","s","u"
"5914","k","y","n","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5915","x","y","p","t","n","f","c","b","e","e","c","s","s","w","w","w","t","e","w","c","w"
"5916","f","y","y","f","f","f","c","b","g","e","b","k","k","b","b","w","o","l","h","y","g"
"5917","f","y","b","t","n","f","c","b","e","e","c","s","s","w","w","w","t","e","w","c","w"
"5918","x","s","e","t","n","f","c","b","w","e","b","s","s","w","w","w","t","e","w","c","w"
"5919","x","s","g","t","f","f","c","b","p","t","b","f","f","w","w","w","o","p","h","v","u"
"5920","f","s","b","t","f","f","c","b","w","t","b","s","s","w","w","w","o","p","h","v","u"
"5921","f","y","y","f","f","f","c","b","g","e","b","k","k","b","p","w","o","l","h","v","p"
"5922","x","s","b","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","v","u"
"5923","f","s","w","t","f","f","c","b","h","t","b","s","s","w","w","w","o","p","h","v","g"
"5924","f","y","y","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","g"
"5925","f","y","y","f","f","f","c","b","p","e","b","k","k","n","p","w","o","l","h","y","d"
"5926","f","y","g","f","f","f","c","b","h","e","b","k","k","n","p","w","o","l","h","y","p"
"5927","f","f","g","f","f","f","c","b","g","e","b","k","k","b","n","w","o","l","h","v","p"
"5928","b","s","p","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","m"
"5929","x","y","n","f","f","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","l"
"5930","b","s","w","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","g"
"5931","x","y","n","t","n","f","c","b","w","e","b","s","s","w","w","w","t","e","w","c","w"
"5932","x","y","n","f","y","f","c","n","b","t","r","s","s","p","w","w","o","e","w","v","p"
"5933","x","y","n","f","y","f","c","n","b","t","r","s","s","w","p","w","o","e","w","v","p"
"5934","x","y","n","f","f","f","c","n","b","t","r","k","s","w","p","w","o","e","w","v","p"
"5935","f","s","b","t","f","f","c","b","w","t","b","s","s","w","w","w","o","p","h","s","g"
"5936","b","y","y","f","n","f","c","n","w","e","r","k","y","w","n","w","o","e","w","v","d"
"5937","x","s","g","t","f","f","c","b","w","t","b","f","f","w","w","w","o","p","h","v","u"
"5938","f","y","p","t","n","f","c","b","e","e","c","s","s","w","w","w","t","e","w","c","w"
"5939","k","s","p","t","n","f","c","b","e","e","b","s","s","e","e","w","t","e","w","c","w"
"5940","f","y","n","t","n","f","c","b","w","e","b","s","s","e","e","w","t","e","w","c","w"
"5941","b","y","p","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","m"
"5942","x","s","g","t","f","f","c","b","w","t","b","s","f","w","w","w","o","p","h","v","g"
"5943","x","s","g","t","f","f","c","b","p","t","b","s","s","w","w","w","o","p","h","s","g"
"5944","x","f","y","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","v","g"
"5945","x","y","n","f","s","f","c","n","b","t","r","k","s","p","w","w","o","e","w","v","p"
"5946","f","y","b","t","n","f","c","b","w","e","b","s","s","w","w","w","t","p","r","v","g"
"5947","x","s","b","t","f","f","c","b","h","t","b","f","f","w","w","w","o","p","h","v","u"
"5948","b","s","b","t","n","f","c","b","r","e","b","s","s","w","w","w","t","p","r","v","g"
"5949","f","y","w","f","n","f","c","n","p","e","c","s","f","w","w","w","o","f","h","y","d"
"5950","x","y","n","f","n","f","w","n","w","e","b","f","s","w","n","w","o","e","w","v","l"
"5951","x","f","y","f","f","f","c","b","p","e","b","k","k","n","n","w","o","l","h","v","p"
"5952","f","s","b","t","f","f","c","b","h","t","b","s","f","w","w","w","o","p","h","v","g"
"5953","f","y","y","f","f","f","c","b","g","e","b","k","k","n","p","w","o","l","h","v","g"
"5954","k","s","e","t","n","f","c","b","e","e","c","s","s","e","e","w","t","e","w","c","w"
"5955","f","f","y","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","y","p"
"5956","b","f","n","f","n","f","c","n","w","e","r","k","y","w","n","w","o","e","w","v","d"
"5957","x","y","n","f","s","f","c","n","b","t","r","k","s","p","p","w","o","e","w","v","p"
"5958","f","y","y","f","f","f","c","b","h","e","b","k","k","n","b","w","o","l","h","y","d"
"5959","x","y","y","f","f","f","c","b","g","e","b","k","k","n","b","w","o","l","h","y","g"
"5960","x","s","g","t","f","f","c","b","p","t","b","f","s","w","w","w","o","p","h","s","g"
"5961","x","y","n","f","f","f","c","n","b","t","r","s","k","w","p","w","o","e","w","v","d"
"5962","x","y","n","t","n","f","c","b","w","e","b","s","s","e","w","w","t","e","w","c","w"
"5963","f","y","n","f","n","f","w","n","w","e","b","f","f","w","n","w","o","e","w","v","l"
"5964","f","y","b","t","n","f","c","b","g","e","b","s","s","w","w","w","t","p","r","v","g"
"5965","k","f","n","f","n","f","c","n","w","e","r","k","y","w","y","w","o","e","w","v","d"
"5966","f","y","g","f","f","f","c","b","h","e","b","k","k","p","n","w","o","l","h","v","g"
"5967","x","y","n","f","s","f","c","n","b","t","r","k","k","p","w","w","o","e","w","v","p"
"5968","f","f","g","f","f","f","c","b","h","e","b","k","k","p","p","w","o","l","h","y","d"
"5969","f","f","g","f","f","f","c","b","p","e","b","k","k","b","p","w","o","l","h","v","d"
"5970","x","s","g","t","f","f","c","b","p","t","b","s","f","w","w","w","o","p","h","s","g"
